dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,22.464038,9.075358,21.756796,4.243466,-8.596743,5.284602,1.400447
0.020000,22.477268,9.155747,21.838267,4.073534,-8.496592,5.007553,1.414871
0.020000,22.488873,9.232991,21.916378,3.905540,-8.399719,4.843657,1.428424
0.020000,22.499012,9.307089,21.991166,3.739420,-8.305964,4.687770,1.441148
0.020000,22.507832,9.378044,22.062667,3.575058,-8.218103,4.393059,1.453083
0.020000,22.515467,9.445862,22.130914,3.412324,-8.136693,4.070501,1.464267
0.020000,22.522041,9.510551,22.195936,3.251122,-8.060098,3.829720,1.474736
0.020000,22.527669,9.572123,22.257765,3.091428,-7.984714,3.769230,1.484522
0.020000,22.532456,9.630589,22.316426,2.933069,-7.917973,3.337031,1.493657
0.020000,22.536498,9.685961,22.371945,2.775941,-7.856383,3.079515,1.502169
0.020000,22.539884,9.738251,22.424345,2.620014,-7.796336,3.002336,1.510085
0.020000,22.542694,9.787474,22.473648,2.465135,-7.743986,2.617504,1.517430
0.020000,22.545003,9.833641,22.519873,2.311259,-7.693781,2.510265,1.524226
0.020000,22.546877,9.876767,22.563039,2.158313,-7.647295,2.324288,1.530494
0.020000,22.548378,9.916862,22.603162,2.006146,-7.608371,1.946186,1.536253
0.020000,22.549561,9.953939,22.640258,1.854816,-7.566510,2.093062,1.541521
0.020000,22.550477,9.988008,22.674340,1.704057,-7.537939,1.428530,1.546312
0.020000,22.551171,10.019081,22.705420,1.554030,-7.501320,1.830991,1.550642
0.020000,22.551682,10.047167,22.733511,1.404532,-7.474900,1.320967,1.554524
0.020000,22.552047,10.072275,22.758621,1.255519,-7.450675,1.211267,1.557967
0.020000,22.552298,10.094411,22.780759,1.106903,-7.430774,0.995046,1.560983
0.020000,22.552461,10.113585,22.799934,0.958720,-7.409164,1.080475,1.563580
0.020000,22.552561,10.129802,22.816151,0.810851,-7.393441,0.786168,1.565765
0.020000,22.552615,10.143067,22.829416,0.663283,-7.378423,0.750891,1.567546
0.020000,22.552642,10.153384,22.839733,0.515854,-7.371445,0.348934,1.568926
0.020000,22.552652,10.160758,22.847107,0.368679,-7.358745,0.634989,1.569910
0.020000,22.552655,10.165189,22.851539,0.221574,-7.355251,0.174690,1.570500
0.020000,22.552655,10.167043,22.853393,0.092705,-6.443457,45.589707,1.570747
0.020000,22.552655,10.167416,22.853766,0.018651,-3.702716,137.037049,1.570796
0.020000,22.552655,10.167416,22.853766,0.000000,-0.932526,138.509500,1.570796
