dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,11.181465,17.703071,8.000000,10.000000,0.000000,-162.337662,0.294806
0.020000,11.372249,17.763074,8.200000,10.000000,0.000000,0.000000,0.314671
0.020000,11.561793,17.826885,8.400000,10.000000,0.000000,0.000000,0.334852
0.020000,11.746273,17.893409,8.600000,10.000000,0.000000,0.000000,0.358813
0.020000,11.932626,17.966007,8.800000,10.000000,0.000000,0.000000,0.383679
0.020000,12.117228,18.042951,9.000000,10.000000,0.000000,0.000000,0.405663
0.020000,12.300214,18.123667,9.200000,10.000000,0.000000,0.000000,0.424710
0.020000,12.481754,18.207584,9.400000,10.000000,0.000000,0.000000,0.440789
0.020000,12.662052,18.294142,9.600000,10.000000,0.000000,0.000000,0.453888
0.020000,12.841333,18.382787,9.800000,10.000000,0.000000,0.000000,0.464008
0.020000,13.019842,18.472977,10.000000,10.000000,0.000000,0.000000,0.471153
0.020000,13.197839,18.564175,10.200000,10.000000,0.000000,0.000000,0.475329
0.020000,13.375589,18.655853,10.400000,10.000000,0.000000,0.000000,0.476542
0.020000,13.553364,18.747484,10.600000,10.000000,0.000000,0.000000,0.474794
0.020000,13.731434,18.838539,10.800000,10.000000,0.000000,0.000000,0.470081
0.020000,13.910064,18.928489,11.000000,10.000000,0.000000,0.000000,0.462399
0.020000,14.089511,19.016798,11.200000,10.000000,0.000000,0.000000,0.451741
0.020000,14.270017,19.102919,11.400000,10.000000,0.000000,0.000000,0.438102
0.020000,14.451805,19.186300,11.600000,10.000000,0.000000,0.000000,0.421485
0.020000,14.635071,19.266376,11.800000,10.000000,0.000000,0.000000,0.401905
0.020000,14.819981,19.342577,12.000000,10.000000,0.000000,0.000000,0.379395
0.020000,15.006662,19.414328,12.200000,10.000000,0.000000,0.000000,0.354016
0.020000,15.192377,19.480173,12.400000,10.000000,0.000000,0.000000,0.329720
0.020000,15.381978,19.543820,12.600000,10.000000,0.000000,0.000000,0.318128
0.020000,15.572285,19.605325,12.800000,10.000000,0.000000,0.000000,0.307153
0.020000,15.763238,19.664796,13.000000,10.000000,0.000000,0.000000,0.296801
0.020000,15.954777,19.722348,13.200000,10.000000,0.000000,0.000000,0.287079
0.020000,16.146651,19.778039,13.399793,9.979337,-1.033130,-51.656516,0.278000
0.020000,16.337982,19.831764,13.598524,9.893740,-4.279884,-162.337662,0.269600
0.020000,16.527659,19.883383,13.795100,9.763870,-6.493506,-110.681146,0.261912
0.020000,16.715199,19.932945,13.989079,9.633999,-6.493506,0.000000,0.254932
0.020000,16.900548,19.980615,14.180460,9.504129,-6.493506,0.000000,0.248637
0.020000,17.083658,20.026547,14.369244,9.374259,-6.493506,-0.000000,0.243003
0.020000,17.264488,20.070887,14.555431,9.244389,-6.493506,0.000000,0.238006
0.020000,17.442998,20.113772,14.739020,9.114519,-6.493506,-0.000000,0.233623
0.020000,17.619153,20.155331,14.920011,8.984649,-6.493506,0.000000,0.229831
0.020000,17.792924,20.195684,15.098406,8.854779,-6.493506,0.000000,0.226605
0.020000,17.964281,20.234943,15.274202,8.724909,-6.493506,-0.000000,0.223925
0.020000,18.125731,20.270415,15.447402,8.595038,-6.493506,0.000000,0.205147
0.020000,18.293177,20.303063,15.618004,8.465168,-6.493506,-0.000000,0.179600
0.020000,18.458865,20.330831,15.786009,8.335298,-6.493506,0.000000,0.152081
0.020000,18.622706,20.353496,15.951416,8.205428,-6.493506,0.000000,0.122393
0.020000,18.784584,20.370820,16.114226,8.075558,-6.493506,-0.000000,0.090325
0.020000,18.944359,20.382546,16.274438,7.945688,-6.493506,0.000000,0.055655
0.020000,19.101856,20.388408,16.432053,7.815818,-6.493506,-0.000000,0.018153
0.020000,19.256862,20.388128,16.587071,7.685948,-6.493506,0.000000,6.260779
0.020000,19.409122,20.381428,16.739491,7.556077,-6.493506,0.000000,6.216954
0.020000,19.558332,20.368037,16.889314,7.426207,-6.493506,-0.000000,6.169690
0.020000,19.704131,20.347710,17.036540,7.296337,-6.493506,0.000000,6.118877
0.020000,19.846109,20.320239,17.181168,7.166467,-6.493506,0.000000,6.064496
0.020000,19.983801,20.285485,17.323198,7.036597,-6.493506,-0.000000,6.006658
0.020000,20.116707,20.243396,17.462631,6.906727,-6.493506,0.000000,5.945633
0.020000,20.244304,20.194033,17.599467,6.776857,-6.493506,0.000000,5.881873
0.020000,20.366076,20.137597,17.733706,6.646986,-6.493506,0.000000,5.816020
0.020000,20.481545,20.074433,17.865347,6.517116,-6.493506,0.000000,5.748881
0.020000,20.590308,20.005033,17.994390,6.387246,-6.493506,-0.000000,5.681373
0.020000,20.692069,19.930017,18.120837,6.257376,-6.493506,0.000000,5.614455
0.020000,20.786658,19.850105,18.244685,6.127506,-6.493506,-0.000000,5.549043
0.020000,20.874045,19.766078,18.365937,5.997636,-6.493506,0.000000,5.485935
0.020000,20.954329,19.678733,18.484591,5.867766,-6.493506,0.000000,5.425760
0.020000,21.027725,19.588853,18.600647,5.737896,-6.493506,0.000000,5.368960
0.020000,21.094541,19.497171,18.714107,5.608025,-6.493506,0.000000,5.315789
0.020000,21.155147,19.404356,18.824968,5.478155,-6.493506,-0.000000,5.266344
0.020000,21.209954,19.311000,18.933233,5.348285,-6.493506,0.000000,5.220591
0.020000,21.259391,19.217620,19.038900,5.218415,-6.493506,0.000000,5.178405
0.020000,21.303888,19.124657,19.141969,5.088545,-6.493506,-0.000000,5.139600
0.020000,21.343862,19.032486,19.242442,4.958675,-6.493506,0.000000,5.103957
0.020000,21.379714,18.941418,19.340316,4.828805,-6.493506,0.000000,5.071239
0.020000,21.411817,18.851716,19.435594,4.698935,-6.493506,0.000000,5.041209
