dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,19.469344,7.484888,16.948508,5.766873,-8.821558,8.564199,0.521873
0.020000,19.565312,7.542433,17.060406,5.594912,-8.598041,11.175833,0.558753
0.020000,19.656278,7.601700,17.168976,5.428483,-8.321484,13.827862,0.596469
0.020000,19.742311,7.662540,17.274348,5.268601,-7.994105,16.368947,0.634871
0.020000,19.823508,7.724807,17.376671,5.116155,-7.622308,18.589818,0.673789
0.020000,19.899989,7.788355,17.476109,4.971884,-7.213515,20.439685,0.713036
0.020000,19.971897,7.853049,17.572835,4.836323,-6.778079,21.771792,0.752413
0.020000,20.039390,7.918755,17.667029,4.709721,-6.330059,22.401000,0.791716
0.020000,20.102636,7.985350,17.758871,4.592080,-5.882090,22.398434,0.830740
0.020000,20.161812,8.052710,17.848533,4.483109,-5.448557,21.676659,0.869286
0.020000,20.217098,8.120719,17.936178,4.382258,-5.042503,20.302703,0.907169
0.020000,20.268673,8.189257,18.021954,4.288774,-4.674201,18.415100,0.944221
0.020000,20.316711,8.258208,18.105988,4.201729,-4.352273,16.096409,0.980294
0.020000,20.361384,8.327449,18.188390,4.120102,-4.081345,13.546410,1.015266
0.020000,20.402858,8.396859,18.269247,4.042821,-3.864049,10.864785,1.049035
0.020000,20.441292,8.466310,18.348623,3.968825,-3.699784,8.213257,1.081528
0.020000,20.476843,8.535672,18.426566,3.897116,-3.585448,5.716785,1.112692
0.020000,20.509659,8.604815,18.503101,3.826771,-3.517265,3.409147,1.142495
0.020000,20.539887,8.673606,18.578241,3.756975,-3.489817,1.372387,1.170926
0.020000,20.567667,8.741914,18.651981,3.687025,-3.497495,-0.383903,1.197988
0.020000,20.593139,8.809608,18.724309,3.616386,-3.531940,-1.722255,1.223696
0.020000,20.616435,8.876562,18.795200,3.544538,-3.592388,-3.022366,1.248078
0.020000,20.637686,8.942652,18.864623,3.471166,-3.668625,-3.811868,1.271169
0.020000,20.657020,9.007763,18.932543,3.396006,-3.757982,-4.467832,1.293009
0.020000,20.674559,9.071781,18.998920,3.318872,-3.856717,-4.936754,1.313645
0.020000,20.690423,9.134601,19.063713,3.239625,-3.962365,-5.282404,1.333123
0.020000,20.704727,9.196125,19.126878,3.158250,-4.068716,-5.317562,1.351493
0.020000,20.717582,9.256261,19.188372,3.074707,-4.177178,-5.423104,1.368805
0.020000,20.729095,9.314922,19.248152,2.989013,-4.284696,-5.375885,1.385107
0.020000,20.739368,9.372030,19.306177,2.901241,-4.388603,-5.195365,1.400447
0.020000,20.748499,9.427513,19.362406,2.811429,-4.490582,-5.098938,1.414871
0.020000,20.756580,9.481302,19.416799,2.719671,-4.587921,-4.866943,1.428424
0.020000,20.763700,9.533339,19.469321,2.626077,-4.679670,-4.587461,1.441148
0.020000,20.769942,9.583567,19.519935,2.530732,-4.767260,-4.379492,1.453083
0.020000,20.775387,9.631936,19.568610,2.433715,-4.850858,-4.179911,1.464267
0.020000,20.780109,9.678399,19.615312,2.335130,-4.929246,-3.919387,1.474736
0.020000,20.784178,9.722916,19.660015,2.235133,-4.999862,-3.530813,1.484522
0.020000,20.787660,9.765449,19.702690,2.133768,-5.068211,-3.417461,1.493657
0.020000,20.790618,9.805964,19.743313,2.031127,-5.132051,-3.191984,1.502169
0.020000,20.793108,9.844431,19.781860,1.927347,-5.189011,-2.848015,1.510085
0.020000,20.795186,9.880821,19.818309,1.822469,-5.243910,-2.744913,1.517430
0.020000,20.796900,9.915110,19.852641,1.716609,-5.293002,-2.454620,1.524226
0.020000,20.798298,9.947277,19.884838,1.609854,-5.337764,-2.238120,1.530494
0.020000,20.799422,9.977300,19.914883,1.502226,-5.381407,-2.182112,1.536253
0.020000,20.800311,10.005164,19.942761,1.393898,-5.416394,-1.749387,1.541521
0.020000,20.801002,10.030851,19.968457,1.284794,-5.455203,-1.940421,1.546312
0.020000,20.801526,10.054348,19.991960,1.175152,-5.482071,-1.343418,1.550642
0.020000,20.801914,10.075643,20.013258,1.064932,-5.510998,-1.446356,1.554524
0.020000,20.802191,10.094725,20.032343,0.954208,-5.536208,-1.260461,1.557967
0.020000,20.802382,10.111584,20.049203,0.843017,-5.559534,-1.166337,1.560983
0.020000,20.802507,10.126214,20.063833,0.731486,-5.576577,-0.852126,1.563580
0.020000,20.802583,10.138606,20.076225,0.619620,-5.593288,-0.835570,1.565765
0.020000,20.802625,10.148756,20.086375,0.507503,-5.605872,-0.629170,1.567546
0.020000,20.802645,10.156658,20.094277,0.395101,-5.620065,-0.709687,1.568926
0.020000,20.802653,10.162310,20.099929,0.282593,-5.625438,-0.268636,1.569910
0.020000,20.802655,10.165708,20.103327,0.169923,-5.633499,-0.403071,1.570500
0.020000,20.802655,10.167130,20.104750,0.071113,-4.940458,34.652064,1.570747
0.020000,20.802655,10.167416,20.105036,0.014308,-2.840269,105.009475,1.570796
0.020000,20.802655,10.167416,20.105036,0.000000,-0.715405,106.243200,1.570796
